InNum,CallDateTime,Address,AptLot,geox,geoy,ExtNatureDisplayName,Report,PolArea,DOW,Hour
2021216812,"8/27/2021 8:39:50 PM","2208 LIVE OAK LN","          ",1695936.38,1147857.5,VANDALISM,,"30N ",Friday,20
2021216808,"8/27/2021 8:31:01 PM","4706 BETHEL ST","          ",1684644.75,1116292.25,DWI,,"60W ",Friday,20
2021216807,"8/27/2021 8:28:27 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"CHECK AREA",,"80A ",Friday,20
2021216806,"8/27/2021 8:27:17 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"ASSIST CITIZEN",,"80A ",Friday,20
2021216802,"8/27/2021 8:25:39 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"CHECK AREA",,"80A ",Friday,20
2021216797,"8/27/2021 8:18:19 PM","7000 N BUCKINGHAM SQ","          ",1703582.63,1163297.88,"SUSPICIOUS VEHICLE",,"30N ",Friday,20
2021216796,"8/27/2021 8:17:55 PM","1021-604 ASHLAND RD","          ",1691828.63,1130220.75,DISTURBANCE,,"70E ",Friday,20
2021216795,"8/27/2021 8:16:11 PM","4903 GARDEN GROVE DR","          ",1666520.75,1114402.13,"PEACE DISTURBANCE",,"60W ",Friday,20
2021216790,"8/27/2021 8:13:08 PM","600-BLK E GREEN MEADOWS RD","          ",1688392,1122351.75,"LEAVING THE SCENE ACCIDENT",2021008282,"60E ",Friday,20
2021216787,"8/27/2021 8:08:43 PM","LYON ST/CIRCUS AVE","          ",1688724.25,1136904,"ANIMAL COMPLAINT",,"20E ",Friday,20
2021216781,"8/27/2021 8:02:52 PM","200-BLK N GARTH AVE","          ",1686235.13,1136286.75,"TRAFFIC HAZARD",,"20W ",Friday,20
2021216780,"8/27/2021 8:02:50 PM","2215 RIDGEFIELD RD","          ",1676458.88,1129680.25,"ASSIST CITIZEN",,"50W ",Friday,20
2021216779,"8/27/2021 7:59:59 PM","317 LASALLE PL","          ",1686847,1136964.38,"SUSPICIOUS INCIDENT",,"20W ",Friday,19
2021216778,"8/27/2021 7:59:09 PM","S PROVIDENCE RD/LOCUST ST","          ",1687559,1134689,"C&I DRIVING",,"50E ",Friday,19
2021216773,"8/27/2021 7:54:22 PM","700 RANGE LINE ST","          ",1690324.13,1137610.75,"911 CHECKS",,"20E ",Friday,19
2021216770,"8/27/2021 7:50:14 PM","A ALY/S NINTH ST","          ",1689433,1135187.75,"PARKING VIOLATION",,"70D ",Friday,19
2021216768,"8/27/2021 7:49:47 PM","4029 GRACE ELLEN DR","          ",1696395.25,1149700.25,OVERDOSE,2021008281,"30N ",Friday,19
2021216761,"8/27/2021 7:42:42 PM","3720-101 ASPEN HEIGHTS PKWY","          ",1697067.75,1120040.5,"KEEP THE PEACE",,"80S ",Friday,19
2021216756,"8/27/2021 7:35:18 PM","N HWY 63 SB/E BROADWAY","          ",1699063.63,1133572.13,"TRAFFIC HAZARD",,"80N ",Friday,19
2021216752,"8/27/2021 7:27:05 PM","W ASH ST/MCBAINE AVE","          ",1685270,1136423.75,"911 CHECKS",,"50E ",Friday,19
2021216746,"8/27/2021 7:23:30 PM","1615-S8 W BUSINESS LOOP 70","          ",1678552.5,1141743.25,LARCENY,2021008286,"10W ",Friday,19
2021216742,"8/27/2021 7:13:00 PM","1615 W BUSINESS LOOP 70","          ",1679751.5,1144667.5,"911 CHECKS",,"10W ",Friday,19
2021216738,"8/27/2021 7:10:18 PM","1615-S8 E BUSINESS LOOP 70","          ",1693046.63,1139908,"911 CHECKS",,"30S ",Friday,19
2021216734,"8/27/2021 7:08:53 PM","600-XYZ E WALNUT ST","          ",1688611,1135728.88,"ASSIST CITIZEN",,"70D ",Friday,19
2021216727,"8/27/2021 7:02:33 PM","3836-101 ASPEN HEIGHTS PKWY","          ",1697536.5,1119780.25,"SUSPICIOUS INCIDENT",,"80S ",Friday,19
2021216724,"8/27/2021 6:59:45 PM","2510 EMERY DR","          ",1682880.38,1145432.25,LARCENY,,"10E ",Friday,18
2021216723,"8/27/2021 6:59:09 PM","2631 TRIMBLE RD","          ",1697642.63,1134197,TRESPASSING,,"80N ",Friday,18
2021216719,"8/27/2021 6:51:46 PM","2401-1117 W BROADWAY","          ",1675814.13,1137277.63,"PEACE DISTURBANCE",,"50W ",Friday,18
2021216718,"8/27/2021 6:48:43 PM","625 S FOURTH ST","          ",1687636.88,1132665.25,DISTURBANCE,,"70E ",Friday,18
2021216717,"8/27/2021 6:46:56 PM","HUNT AVE/PATSY LN","          ",1680114.13,1139832.13,"911 CHECKS",,"20W ",Friday,18
2021216710,"8/27/2021 6:39:49 PM","25-A CONLEY RD","          ",1698339.38,1134731,"CHECK SUBJECT",,"80N ",Friday,18
2021216708,"8/27/2021 6:34:53 PM","1300 E BUSINESS LOOP 70","          ",1691431.13,1139822.25,"KEEP THE PEACE",,"30S ",Friday,18
2021216707,"8/27/2021 6:34:47 PM","2308 MAGNOLIA CT","          ",1675897,1144297.25,HARASSMENT,,"10W ",Friday,18
2021216706,"8/27/2021 6:34:24 PM","1201-A GRINDSTONE PKWY","          ",1690399.25,1121329.75,"911 CHECKS",,"60E ",Friday,18
2021216704,"8/27/2021 6:31:05 PM","506-I COLUMBIA DR","          ",1698356.25,1132864.38,DISTURBANCE,2021008278,"80S ",Friday,18
2021216703,"8/27/2021 6:29:26 PM","201-A CONLEY RD","          ",1698252.75,1136032.75,"PEACE DISTURBANCE",,"80N ",Friday,18
2021216701,"8/27/2021 6:26:53 PM","2300-E BERNADETTE DR","          ",1675942.38,1139995.25,DISTURBANCE,,"10W ",Friday,18
2021216698,"8/27/2021 6:24:06 PM","1021-803 ASHLAND RD","          ",1691547.25,1130217.13,"ASSIST CITIZEN",2021008277,"70E ",Friday,18
2021216694,"8/27/2021 6:22:30 PM","400-BLK N COLLEGE AVE","          ",1691155,1136809.63,"TRAFFIC STOP",,"70E ",Friday,18
2021216690,"8/27/2021 6:19:08 PM","E GREEN MEADOWS RD/S PROVIDENCE RD","          ",1687456.75,1122566.88,"TRAFFIC HAZARD",,"60E ",Friday,18
2021216685,"8/27/2021 6:12:01 PM","415-3 CONLEY RD","          ",1698262.5,1136622.75,LARCENY,2021008279,"80N ",Friday,18
2021216684,"8/27/2021 6:10:00 PM","GRINDSTONE PKWY/FALLING LEAF LN","          ",1698591.25,1121361.5,TRAFFIC,,"80S ",Friday,18
2021216683,"8/27/2021 6:04:00 PM","2104-102 HILLCREST DR","          ",1695218.5,1126248.75,"LAW ALARM",,"80S ",Friday,18
2021216678,"8/27/2021 5:56:36 PM","415-3 CONLEY RD","          ",1698262.5,1136622.75,"PARKING VIOLATION",,"80N ",Friday,17
2021216677,"8/27/2021 5:56:02 PM","3351 E GANS RD","          ",1700229.75,1114059.25,"CHECK SUBJECT",,"80S ",Friday,17
2021216676,"8/27/2021 5:55:42 PM","2904-306 CLARK LN","          ",1699062.25,1139507.75,LARCENY,2021008272,"40W ",Friday,17
2021216675,"8/27/2021 5:55:03 PM","PARIS RD/N ANN ST","          ",1693182.13,1138775.5,"CHECK THE WELFARE",,"70E ",Friday,17
2021216672,"8/27/2021 5:51:29 PM","2601-101 RANGE LINE ST","          ",1689453,1144905.63,"CHECK OPEN BUSINESS",,"30S ",Friday,17
2021216667,"8/27/2021 5:48:26 PM","4525 WACO RD","          ",1706430.88,1157886.5,"911 CHECKS",,"30N ",Friday,17
2021216662,"8/27/2021 5:46:45 PM","2900-BLK LEEWAY DR","          ",1698597.13,1148126,"911 CHECKS",,"30N ",Friday,17
2021216660,"8/27/2021 5:46:16 PM","1254 I70 E","          ",1681278,1140098.63,"SUSPICIOUS INCIDENT",,"10W ",Friday,17
2021216656,"8/27/2021 5:41:44 PM","1021-4 QUEEN ANN DR","          ",1695225.5,1129664.75,"AUTO THEFT",2021008273,"80S ",Friday,17
2021216652,"8/27/2021 5:37:09 PM","1000-A W NIFONG BLVD","          ",1681815.5,1119237.88,"TRESPASS SUBJECT",,"60W ",Friday,17
2021216650,"8/27/2021 5:33:45 PM","2923 LEEWAY DR","          ",1698947.75,1148203.38,DISTURBANCE,,"30N ",Friday,17
2021216643,"8/27/2021 5:27:31 PM","1615-I SYLVAN LN","          ",1696873.88,1141814.5,ASSAULT,2021008283,"40W ",Friday,17
2021216641,"8/27/2021 5:26:30 PM","1270 I70 W","          ",1689436.38,1141709.38,ACCIDENT,,"10E ",Friday,17
2021216638,"8/27/2021 5:24:34 PM","506 N ANN ST","          ",1693246.63,1137430.88,"911 CHECKS",,"70E ",Friday,17
2021216635,"8/27/2021 5:19:14 PM","1250 I70 W","          ",1679528.63,1140346.75,TRAFFIC,2021008275,"10W ",Friday,17
2021216634,"8/27/2021 5:18:36 PM","W BROADWAY/N WEST BLVD","          ",1682269.63,1135590.25,"C&I DRIVING",,"50E ",Friday,17
2021216632,"8/27/2021 5:17:32 PM","201-5B W BROADWAY","          ",1685886.75,1135498.25,"911 CHECKS",,"50E ",Friday,17
2021216631,"8/27/2021 5:15:32 PM","478 N STADIUM BLVD","          ",1677042.25,1138761.75,"CHECK OPEN BUSINESS",,"50E ",Friday,17
2021216630,"8/27/2021 5:14:54 PM","1240 I70 W","          ",1674495,1141886.88,ACCIDENT,,"10W ",Friday,17
2021216628,"8/27/2021 5:10:05 PM","WILKES BLVD/N SEVENTH ST","          ",1688896.38,1138654.5,"911 CHECKS",,"20E ",Friday,17
2021216627,"8/27/2021 5:08:53 PM","308-205 S NINTH ST","          ",1689585,1134019.88,"SUSPICIOUS INCIDENT",,"70D ",Friday,17
2021216625,"8/27/2021 5:06:42 PM","GRINDSTONE PKWY/E GREEN MEADOWS RD","          ",1689917.38,1120264.75,"911 CHECKS",,"60E ",Friday,17
2021216624,"8/27/2021 5:03:25 PM","1000-A W NIFONG BLVD","          ",1681815.5,1119237.88,"LAW ALARM",,"60W ",Friday,17
2021216617,"8/27/2021 4:58:06 PM","PARIS RD/E BUSINESS LOOP 70","          ",1693994.88,1139876.25,"SUSPICIOUS INCIDENT",,"40W ",Friday,16
2021216615,"8/27/2021 4:53:04 PM","SMILEY LN/RANGE LINE ST","          ",1690503.88,1150503.63,ACCIDENT,,"10E ",Friday,16
2021216613,"8/27/2021 4:49:59 PM","5411 SANDROCK DR","          ",1710470.88,1145000.5,"ASSIST CITIZEN",,"40E ",Friday,16
2021216608,"8/27/2021 4:44:16 PM","5710 BULL RUN DR","          ",1711359.38,1137292.88,"911 CHECKS",,"80N ",Friday,16
2021216605,"8/27/2021 4:41:43 PM","709 WILKES BLVD","          ",1689273.25,1138708.38,"CHECK BUILDING",,"20E ",Friday,16
2021216603,"8/27/2021 4:40:48 PM","25-A CONLEY RD","          ",1698339.38,1134731,LARCENY,2021008268,"80N ",Friday,16
2021216596,"8/27/2021 4:34:45 PM","SMITH DR/SCOTT BLVD","          ",1669057.38,1134576.25,"SUSPICIOUS INCIDENT",,"50W ",Friday,16
2021216595,"8/27/2021 4:34:06 PM","GREENBRIAR DR/GREEN MEADOWS CIR","          ",1684998.13,1122714.38,"PARKING VIOLATION",,"60E ",Friday,16
2021216590,"8/27/2021 4:31:20 PM","ROTHWELL DR/ROLLINS RD","          ",1670223.38,1134484.38,"TRAFFIC HAZARD",,"50W ",Friday,16
2021216587,"8/27/2021 4:27:38 PM","W WORLEY ST/CLAUDELL LN","          ",1678844.88,1138660.88,"C&I DRIVING",,"10W ",Friday,16
2021216584,"8/27/2021 4:17:13 PM","403 E NIFONG BLVD","          ",1687700.75,1120454,"911 CHECKS",,"60E ",Friday,16
2021216576,"8/27/2021 4:07:30 PM","1413-A WESTWIND DR","          ",1672866.63,1142675.88,"KEEP THE PEACE",,"10W ",Friday,16
2021216574,"8/27/2021 4:06:45 PM","902 RANGE LINE ST","          ",1690288.88,1138604,"CHECK AREA",,"20E ",Friday,16
2021216572,"8/27/2021 4:03:46 PM","CLARK LN/CONNECTOR","          ",1699582.25,1139826.25,TRAFFIC,,"40W ",Friday,16
2021216565,"8/27/2021 3:45:57 PM","3351 E GANS RD","          ",1700229.75,1114059.25,LARCENY,2021008270,"80S ",Friday,15
2021216563,"8/27/2021 3:45:04 PM","625 S FOURTH ST","          ",1687636.88,1132665.25,"PEACE DISTURBANCE",,"70E ",Friday,15
2021216562,"8/27/2021 3:43:56 PM","415-3 CONLEY RD","          ",1698262.5,1136622.75,LARCENY,,"80N ",Friday,15
2021216561,"8/27/2021 3:43:29 PM","1523 ST MICHAEL DR","          ",1679584.13,1131081.5,"911 CHECKS",,"50E ",Friday,15
2021216558,"8/27/2021 3:41:56 PM","N SEVENTH ST/E BUSINESS LOOP 70","          ",1688921.75,1139949.13,"911 CHECKS",,"20E ",Friday,15
2021216556,"8/27/2021 3:41:31 PM","260-7 APPLE TREE CT","          ",1683791.88,1116271.5,"SUSPICIOUS INCIDENT",,"60W ",Friday,15
2021216550,"8/27/2021 3:36:00 PM","N PROVIDENCE RD/SNOW MASS DR","          ",1687745.75,1155435,"CHECK SUBJECT",2021008280,"10E ",Friday,15
2021216545,"8/27/2021 3:34:10 PM","1501 ROSS ST","          ",1691997.13,1132631,"911 CHECKS",,"70E ",Friday,15
2021216541,"8/27/2021 3:28:00 PM","2406 WHITE GATE DR","          ",1696726.75,1141195.13,"VEH REPO",,"40W ",Friday,15
2021216536,"8/27/2021 3:25:55 PM","110 W PHYLLIS AVE","          ",1686035.5,1143156,TRESPASSING,,"10E ",Friday,15
2021216526,"8/27/2021 3:15:43 PM","PARK AVE/N TENTH ST","          ",1689766.38,1136475.13,"911 CHECKS",,"20E ",Friday,15
2021216525,"8/27/2021 3:14:06 PM","1108 GRAND AVE","          ",1686980.13,1139766.75,"LAW ALARM",,"20E ",Friday,15
2021216523,"8/27/2021 3:13:13 PM","1800 ROLLINS RD","          ",1678686.13,1133190,"TRAFFIC OBSERVATION",,"50E ",Friday,15
2021216518,"8/27/2021 3:07:29 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"ASSIST CITIZEN",,"80A ",Friday,15
2021216517,"8/27/2021 3:06:16 PM","401 W WORLEY ST","          ",1684794.88,1138004,"ASSIST OTHER AGENCY",,"20W ",Friday,15
2021216515,"8/27/2021 3:05:44 PM","301-2 N TENTH ST","          ",1689716.75,1136525.63,TRESPASSING,,"20E ",Friday,15
2021216514,"8/27/2021 3:04:00 PM","1412-140 FORUM BLVD","          ",1680267.25,1129454.5,DISTURBANCE,,"50W ",Friday,15
2021216512,"8/27/2021 3:02:03 PM","3200 W BROADWAY","          ",1673014.13,1136466.75,"911 CHECKS",,"50W ",Friday,15
2021216503,"8/27/2021 2:54:27 PM","W BROADWAY/MANOR DR","          ",1679601.5,1135921.88,"TRAFFIC STOP",,"50E ",Friday,14
2021216493,"8/27/2021 2:45:55 PM","1001 JEWELL AVE","          ",1685576.13,1139298.75,"911 CHECKS",,"20W ",Friday,14
2021216487,"8/27/2021 2:36:57 PM","E BUSINESS LOOP 70/N PROVIDENCE RD","          ",1687631.88,1140168.75,"C&I DRIVING",,"20E ",Friday,14
2021216485,"8/27/2021 2:36:09 PM","3406-89 RANGE LINE ST","          ",1690659.75,1147020.88,HARASSMENT,,"30S ",Friday,14
2021216483,"8/27/2021 2:31:54 PM","2500 CHAPEL HILL RD","          ",1674881.13,1126675.25,LARCENY,2021008269,"50W ",Friday,14
2021216482,"8/27/2021 2:30:17 PM","W STADIUM BLVD/CARRIE FRANCKE DR","          ",1684985.88,1130435.75,ACCIDENT,,"60E ",Friday,14
2021216480,"8/27/2021 2:25:58 PM","15 N FOURTH ST","          ",1687813.63,1135646.38,TRESPASSING,,"70D ",Friday,14
2021216479,"8/27/2021 2:24:01 PM","106 THIRD AVE","          ",1687114.5,1139171.88,"911 CHECKS",,"20E ",Friday,14
2021216475,"8/27/2021 2:22:53 PM","364 W BROOKSIDE LN","          ",1683640.75,1112057.75,VANDALISM,2021008264,"60W ",Friday,14
2021216474,"8/27/2021 2:22:17 PM","900-BLK N KEENE ST","          ",1700456,1138561.5,"911 CHECKS",,"80N ",Friday,14
2021216471,"8/27/2021 2:18:40 PM","3212 CLARK LN","          ",1700393,1139705.63,"911 CHECKS",,"40W ",Friday,14
2021216468,"8/27/2021 2:17:10 PM","3702-101 ASPEN HEIGHTS PKWY","          ",1697363.13,1119738.38,LARCENY,,"80S ",Friday,14
2021216467,"8/27/2021 2:16:35 PM","1232 I70 W","          ",1670194,1142285.63,DISTURBANCE,,"10W ",Friday,14
2021216459,"8/27/2021 2:11:08 PM","1150-206 CINNAMON HILL LN","          ",1699943,1130139.75,"SUSPICIOUS INCIDENT",,"80S ",Friday,14
2021216458,"8/27/2021 2:10:34 PM","1207 W WORLEY ST","          ",1681214.63,1138454.75,"911 CHECKS",,"20W ",Friday,14
2021216456,"8/27/2021 2:09:22 PM","1121 E BUSINESS LOOP 70","          ",1690665.63,1140128.88,"911 CHECKS",,"20E ",Friday,14
2021216455,"8/27/2021 2:07:28 PM","1615-T1 W BUSINESS LOOP 70","          ",1677902.75,1142502.25,LARCENY,,"10W ",Friday,14
2021216454,"8/27/2021 2:05:06 PM","N PROVIDENCE RD/E BROADWAY","          ",1687578,1135439.63,"CHECK TRAFFIC LIGHTS",,"50E ",Friday,14
2021216449,"8/27/2021 1:57:05 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"ASSIST CITIZEN",,"80A ",Friday,13
2021216447,"8/27/2021 1:56:16 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"ASSIST CITIZEN",,"80A ",Friday,13
2021216445,"8/27/2021 1:55:46 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"ASSIST CITIZEN",,"80A ",Friday,13
2021216443,"8/27/2021 1:54:25 PM","701 E ASH ST","          ",1688937.38,1136264.25,"911 CHECKS",,"70D ",Friday,13
2021216442,"8/27/2021 1:54:21 PM","4902 GARDEN GROVE DR","          ",1666446.5,1114230.13,"SUSPICIOUS INCIDENT",,"60W ",Friday,13
2021216431,"8/27/2021 1:44:38 PM","806-A FAY ST","          ",1690888.63,1138264.13,"SUSPICIOUS VEHICLE",,"20E ",Friday,13
2021216428,"8/27/2021 1:38:34 PM","3200 E STADIUM BLVD","          ",1699854.75,1128343.25,"911 CHECKS",,"80S ",Friday,13
2021216426,"8/27/2021 1:38:04 PM","401 TURNER AVE","          ",1688057.5,1132705.5,DISTURBANCE,,"70E ",Friday,13
2021216425,"8/27/2021 1:36:21 PM","2904-21 RANGE LINE ST","          ",1690336.25,1146151.75,LARCENY,2021008261,"30S ",Friday,13
2021216419,"8/27/2021 1:33:55 PM","2208 BERNADETTE DR","          ",1675935.13,1140029.88,LARCENY,2021008262,"10W ",Friday,13
2021216416,"8/27/2021 1:31:12 PM","ROTHWELL DR/FAUROT DR","          ",1670348,1135327.13,"TRAFFIC HAZARD",,"50W ",Friday,13
2021216405,"8/27/2021 1:18:50 PM","1011 JEWELL AVE","          ",1685600,1139305,"911 CHECKS",,"20W ",Friday,13
2021216403,"8/27/2021 1:15:56 PM","604 UPLAND CREEK RD","          ",1708444.75,1137537.13,"911 CHECKS",,"80N ",Friday,13
2021216397,"8/27/2021 1:08:30 PM","407 WESTWOOD AVE","          ",1684204,1133682.25,FRAUD,,"50E ",Friday,13
2021216395,"8/27/2021 1:06:56 PM","801-110 N KEENE ST","          ",1700098.88,1137988.63,"PEACE DISTURBANCE",,"80N ",Friday,13
2021216396,"8/27/2021 1:06:56 PM","CHERRY ST/S TENTH ST","          ",1689735.25,1135000.88,"STALLED VEHICLE",,"70D ",Friday,13
2021216394,"8/27/2021 1:03:47 PM","2703 FORUM BLVD","          ",1678765.75,1125348.63,LARCENY,,"50W ",Friday,13
2021216391,"8/27/2021 1:02:07 PM","2201 SMILEY LN","          ",1695838.13,1151305.38,"ASSIST OTHER AGENCY",,"30N ",Friday,13
2021216387,"8/27/2021 12:59:39 PM","702-TP WILKES BLVD","          ",1689024.5,1138537.25,"ASSIST CITIZEN",2021008259,"20E ",Friday,12
2021216386,"8/27/2021 12:57:36 PM","CONNECTOR SB/CONLEY RD","          ",1699457,1138247.5,TRAFFIC,,"80N ",Friday,12
2021216382,"8/27/2021 12:53:33 PM","E BROADWAY/N OLD 63","          ",1694307,1134632.13,"CHECK SUBJECT",,"80N ",Friday,12
2021216377,"8/27/2021 12:48:54 PM","3216 CLARK LN","          ",1700413.63,1139453.5,"LEAVING THE SCENE ACCIDENT",,"40W ",Friday,12
2021216375,"8/27/2021 12:43:56 PM","2709-150 E BROADWAY","          ",1698370.13,1134018.88,TRESPASSING,,"80S ",Friday,12
2021216373,"8/27/2021 12:42:15 PM","3100 E STADIUM BLVD","          ",1699589,1128276.25,"ASSIST CITIZEN",,"80S ",Friday,12
2021216370,"8/27/2021 12:38:23 PM","107 E FOREST AVE","          ",1687154.38,1139620.88,"PEACE DISTURBANCE",,"20E ",Friday,12
2021216366,"8/27/2021 12:37:02 PM","701 E BROADWAY","          ",1688947.13,1135463.38,"911 CHECKS",,"70D ",Friday,12
2021216364,"8/27/2021 12:35:27 PM","212 PORTLAND ST","          ",1701003.75,1136580.75,"911 CHECKS",,"80N ",Friday,12
2021216363,"8/27/2021 12:35:06 PM","2904 ISHERWOOD DR","          ",1700943.5,1145814,"KEEP THE PEACE",,"40W ",Friday,12
2021216358,"8/27/2021 12:29:45 PM","S PROVIDENCE RD/KENTUCKY BLVD","          ",1687662,1131086.88,ACCIDENT,,"60E ",Friday,12
2021216352,"8/27/2021 12:23:59 PM","206 N COLLEGE AVE","          ",1691190.13,1136299.13,FRAUD,,"70E ",Friday,12
2021216349,"8/27/2021 12:17:01 PM","2631 TRIMBLE RD","          ",1697642.63,1134197,"LAW ALARM",,"80N ",Friday,12
2021216346,"8/27/2021 12:15:10 PM","E STADIUM BLVD/S PROVIDENCE RD","          ",1687533,1130397.13,ACCIDENT,,"60E ",Friday,12
2021216343,"8/27/2021 12:10:18 PM","N STADIUM BLVD/W WORLEY ST","          ",1677043.75,1138881.25,ACCIDENT,,"10W ",Friday,12
2021216339,"8/27/2021 12:06:23 PM","600-XYZ E WALNUT ST","          ",1688611,1135728.88,"ASSIST OFFICER",2021008256,"70D ",Friday,12
2021216334,"8/27/2021 12:02:51 PM","1600 E BROADWAY","          ",1692801.13,1134744.75,"LEAVING THE SCENE ACCIDENT",,"70E ",Friday,12
2021216328,"8/27/2021 11:58:45 AM","1339 E BROWN SCHOOL RD","          ",1691752.38,1153666,"911 CHECKS",,"30N ",Friday,11
2021216312,"8/27/2021 11:44:18 AM","1403 WILSON AVE","          ",1691538.38,1132994.5,ACCIDENT,,"70E ",Friday,11
2021216311,"8/27/2021 11:43:44 AM","E NIFONG BLVD/MONTEREY DR","          ",1686405.25,1119996.38,"TRAFFIC HAZARD",,"60W ",Friday,11
2021216310,"8/27/2021 11:42:19 AM","1400 WILSON AVE","          ",1691489.38,1132820,"911 CHECKS",,"70E ",Friday,11
2021216307,"8/27/2021 11:41:17 AM","1000-BLK LONDON DR","          ",1682289.13,1139210.88,"OTHER OFFENSE",,"20W ",Friday,11
2021216306,"8/27/2021 11:41:11 AM","N COLLEGE AVE/PARIS RD","          ",1691148.75,1137120.88,ACCIDENT,,"70E ",Friday,11
2021216304,"8/27/2021 11:38:38 AM","W WORLEY ST/N WEST BLVD","          ",1682308,1138234.38,ACCIDENT,,"20W ",Friday,11
2021216295,"8/27/2021 11:33:12 AM","1406 RANGE LINE ST","          ",1690381.25,1140525.63,"TRESPASS SUBJECT",,"30S ",Friday,11
2021216292,"8/27/2021 11:31:56 AM","1201-A GRINDSTONE PKWY","          ",1690399.25,1121329.75,DISTURBANCE,2021008254,"60E ",Friday,11
2021216285,"8/27/2021 11:27:03 AM","CLARK LN/DAWN RIDGE RD","          ",1704977.25,1139862.88,"911 CHECKS",,"40E ",Friday,11
2021216282,"8/27/2021 11:25:43 AM","N TENTH ST/E WALNUT ST","          ",1689760.38,1135735.88,"PARKING VIOLATION",,"70D ",Friday,11
2021216279,"8/27/2021 11:23:20 AM","E RICHLAND RD/GRACE LN","          ",1709799.75,1134441.13,"C&I DRIVING",,"80N ",Friday,11
2021216278,"8/27/2021 11:22:23 AM","1320 I70 W","          ",1715352.38,1138610.5,"TRAFFIC HAZARD",,"40E ",Friday,11
2021216277,"8/27/2021 11:21:29 AM","3603 BALMORAL CT","          ",1695203.25,1120546.25,LARCENY,2021008255,"60E ",Friday,11
2021216273,"8/27/2021 11:17:11 AM","4650 STONE MOUNTAIN PKWY","          ",1706443,1127432.63,"911 CHECKS",,"80N ",Friday,11
2021216270,"8/27/2021 11:13:39 AM","105 HUBBELL DR","          ",1690528.75,1135921.75,LARCENY,,"70E ",Friday,11
2021216269,"8/27/2021 11:12:05 AM","GRINDSTONE PKWY/GRINDSTONE PLAZA DR","          ",1691953.63,1121434.63,TRAFFIC,,"60E ",Friday,11
2021216266,"8/27/2021 11:11:13 AM","2900-2 PARIS RD","          ",1699116.13,1145943.5,ACCIDENT,,"40W ",Friday,11
2021216265,"8/27/2021 11:11:04 AM","1615 W BUSINESS LOOP 70","          ",1679751.5,1144667.5,"911 CHECKS",,"10W ",Friday,11
2021216264,"8/27/2021 11:09:20 AM","5 S OLD 63","          ",1694308.25,1134461.38,"ABANDONED  VEHICLE",,"80S ",Friday,11
2021216262,"8/27/2021 11:03:56 AM","2641 TRIMBLE RD","          ",1697875.38,1134262.5,DISTURBANCE,,"80N ",Friday,11
2021216261,"8/27/2021 11:03:08 AM","2345 HOWELL MOUNTAIN DR","          ",1707711.13,1125489.38,"911 CHECKS",,"80N ",Friday,11
2021216252,"8/27/2021 10:57:05 AM","1505 LONGWELL DR","          ",1672162.75,1130552.88,"ASSIST CITIZEN",,"50W ",Friday,10
2021216248,"8/27/2021 10:48:28 AM","WACO RD/BROWN STATION RD","          ",1702982.13,1157335.25,"TRAFFIC HAZARD",,"30N ",Friday,10
2021216247,"8/27/2021 10:47:46 AM","1812 W BUSINESS LOOP 70","          ",1678546,1141169.75,"ASSIST OFFICER",,"10W ",Friday,10
2021216243,"8/27/2021 10:42:09 AM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"CHECK AREA",,"80A ",Friday,10
2021216242,"8/27/2021 10:40:45 AM","3501 BRAY AVE","          ",1672194.13,1131426.63,"ASSIST CITIZEN",,"50W ",Friday,10
2021216236,"8/27/2021 10:30:38 AM","1207 W WORLEY ST","          ",1681214.63,1138454.75,"ASSIST CITIZEN",,"20W ",Friday,10
2021216230,"8/27/2021 10:25:21 AM","5011 BETHEL ST","          ",1684421.38,1114680.38,VANDALISM,,"60W ",Friday,10
2021216221,"8/27/2021 10:07:13 AM","1406 RANGE LINE ST","          ",1690381.25,1140525.63,TRESPASSING,,"30S ",Friday,10
2021216216,"8/27/2021 9:59:18 AM","1410-BLK GRINDSTONE PLAZA DR","          ",1691485.63,1120680.13,"ASSIST CITIZEN",,"60E ",Friday,09
2021216210,"8/27/2021 9:50:04 AM","1105 EASTLAND CIR","          ",1697031.63,1139293.13,"ASSIST CITIZEN",,"40W ",Friday,09
2021216206,"8/27/2021 9:44:34 AM","3813 ASPEN HEIGHTS PKWY","          ",1697677.63,1119526.63,"911 CHECKS",,"80S ",Friday,09
2021216203,"8/27/2021 9:42:05 AM","2540-111 BROADWAY BLUFFS DR","          ",1697340,1134028.75,TRESPASSING,,"80N ",Friday,09
2021216201,"8/27/2021 9:41:52 AM","E PRATHERSVILLE RD/N HWY 63 NB","          ",1695469.88,1158448.13,"TRAFFIC HAZARD",,"30N ",Friday,09
2021216199,"8/27/2021 9:39:22 AM","1401 CREEKWOOD PKWY","          ",1700694.63,1140357.88,"LAW ALARM",,"40W ",Friday,09
